Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
23.60	81.00	3.84
23.60	81.00	3.81
23.70	80.00	3.85
23.70	80.00	3.79
23.60	80.00	3.87
23.70	80.00	3.79
23.60	80.00	3.85
23.60	81.00	3.85
23.60	80.00	3.80
23.70	80.00	3.86
23.60	80.00	3.79
23.70	80.00	3.88
23.70	80.00	3.83
23.70	80.00	3.80
23.60	81.00	4.14
23.60	80.00	3.83
23.70	81.00	3.79
23.60	80.00	3.86
23.70	81.00	3.80
23.60	80.00	3.87
23.70	80.00	3.87
23.60	80.00	3.78
23.70	80.00	3.87
23.60	80.00	3.81
23.60	81.00	3.83
23.70	80.00	3.86
23.60	81.00	3.80
23.70	80.00	3.89
23.70	80.00	3.80
23.70	80.00	3.86
23.60	80.00	3.84
23.70	80.00	3.81
23.60	80.00	3.88
23.70	81.00	3.77
23.60	80.00	3.88
23.70	81.00	3.83
23.60	80.00	3.83
23.70	81.00	3.86
23.60	81.00	3.78
23.70	81.00	3.97
23.70	81.00	3.78
23.70	81.00	3.85
23.60	81.00	3.84
23.70	80.00	3.81
23.60	80.00	3.88
23.60	81.00	3.79
23.70	80.00	3.27
23.70	80.00	4.11
23.60	80.00	4.00
23.70	80.00	3.68
23.70	81.00	3.88
23.70	81.00	3.78
23.60	81.00	3.84
23.60	81.00	3.83
23.70	81.00	3.83
23.60	81.00	3.86
23.60	81.00	3.81
23.70	80.00	3.88
23.70	80.00	3.79
23.60	80.00	3.88
23.60	79.00	3.82
23.70	79.00	3.82
